1. thanks, 0.15555728204390754
2. using, 0.1398667524963609
3. ll, 0.13575639081049434
4. cs, 0.13516948958790784
5. drive, 0.1340410058828497
6. last, 0.13318160373675858
7. etc, 0.1326099955618746
8. both, 0.13246686089480997
9. better, 0.13185691803890512
10. got, 0.13081351109865016
11. help, 0.1274468768278706
12. while, 0.12727266745562843
13. information, 0.12676692266356418
14. never, 0.1265801635674879
15. bit, 0.12516744184094425
16. power, 0.12400619406007948
17. number, 0.12391360348565965
18. sure, 0.1226693211976905
19. university, 0.12139681539603424
20. point, 0.12040358166292467
21. data, 0.12014925992863933
22. someone, 0.11981893669646021
23. another, 0.11958063966521525
24. things, 0.11899247891748715
25. years, 0.11843749231371259
26. software, 0.1171984986508686
27. doesn, 0.11688828358791543
28. read, 0.11688665433067187
29. own, 0.11634614405258537
30. without, 0.11601879921082393
31. down, 0.1160088866823667
32. must, 0.11597137617504481
33. thing, 0.11545154638796573
34. around, 0.11431777418564569
35. each, 0.11428812980078347
36. through, 0.11359604240500548
37. made, 0.11331925193266439
38. few, 0.11331925055836539
39. question, 0.11322856919641694
40. program, 0.11287480514598028
41. look, 0.11142583461477581
42. best, 0.10976045302241115
43. between, 0.1095399575549532
44. available, 0.10952662756991281
45. dos, 0.10914861075745325
46. little, 0.10892157690218934
47. computer, 0.10878183841407306
48. run, 0.10794087725481279
49. let, 0.10685515727318393
50. under, 0.10675676890121792
51. world, 0.10644389905563224
52. long, 0.10604950482742305
53. probably, 0.10600243753027745
54. case, 0.10487427006458291
55. state, 0.1044445974765469
56. hard, 0.1035438134522989
57. anything, 0.10337136763172396
58. didn, 0.10312729574972589
59. set, 0.1016870345666238
60. card, 0.1006493441955521
61. seems, 0.10057219762853514
62. however, 0.10053963324913832
63. every, 0.10040452766205538
64. try, 0.10000473457767922
65. day, 0.09999916845482527
66. lot, 0.09964551953923621
67. line, 0.0992000248271728
68. put, 0.09857717011318896
69. part, 0.09856921373394495
70. come, 0.09851515230110502
71. news, 0.09837723468867578
72. least, 0.09832255405449322
73. give, 0.09805530572312143
74. again, 0.09801481184070003
75. great, 0.09756728874835156
76. high, 0.09738247485437085
77. enough, 0.09707152162031467
78. list, 0.09686023402692742
79. tell, 0.09653842936148183
80. game, 0.09478778069567446
81. old, 0.09443608458490232
82. car, 0.09432326667459566
83. david, 0.09409435140214133
84. different, 0.09355833321285689
85. name, 0.09353387515553231
86. call, 0.09283212164371574
87. email, 0.09235803200131724
88. actually, 0.09200725157511201
89. either, 0.09199949619967303
90. support, 0.09165548095579834
91. real, 0.09070134698132322
92. st, 0.09007852135302602
93. space, 0.09000468341072794
94. government, 0.0895834913150298
95. course, 0.08943157806024922
96. though, 0.08874944320851555
97. else, 0.08868879453144173
98. end, 0.08860641888926657
99. post, 0.08853257158070767
100. fact, 0.08823600444540317
